"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group","Option.Set","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four","Map.To","Last.Inventory.Year","Created_Date","Revised_Date","Usage.Notes"
"7553","30501521","Point","Gypsum Manuf /End Sawing (8 Ft.)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","End Sawing (8 Ft.)",NA,NA,"","",""
"7554","30501522","Point","Gypsum Manuf /End Sawing (12 Ft.)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","End Sawing (12 Ft.)",NA,NA,"","",""
"7555","30501599","Point","Gypsum Manuf /See Comment **","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Gypsum Manufacture","See Comment **",NA,NA,"","",""
"7556","30501601","Point","Lime Manuf /Primary Crushing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Primary Crushing",NA,NA,"","",""
"7557","30501602","Point","Lime Manuf /Secondary Crushing/Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Secondary Crushing/Screening",NA,NA,"","",""
"7558","30501603","Point","Lime Manuf /Calcining: Vertical Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Vertical Kiln",NA,NA,"","",""
"7559","30501604","Point","Lime Manuf /Calcining: Rotary Kiln ** (See SCC Codes 3-05-016-18,-19,-20,-21)","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Rotary Kiln ** (See SCC Codes 3-05-016-18,-19,-20,-21)",NA,NA,"","",""
"7560","30501605","Point","Lime Manuf /Calcining: Gas-fired Calcimatic Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Gas-fired Calcimatic Kiln",NA,NA,"","",""
"7561","30501606","Point","Lime Manuf /Fluidized Bed Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Fluidized Bed Kiln",NA,NA,"","",""
"7562","30501607","Point","Lime Manuf /Raw Material Transfer and Conveying","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Raw Material Transfer and Conveying",NA,NA,"","",""
"7563","30501608","Point","Lime Manuf /Raw Material Unloading","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Raw Material Unloading",NA,NA,"","",""
"7564","30501609","Point","Lime Manuf /Hydrator: Atmospheric","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Hydrator: Atmospheric",NA,NA,"","",""
"7565","30501610","Point","Lime Manuf /Raw Material Storage Piles","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Raw Material Storage Piles",NA,NA,"","",""
"7566","30501611","Point","Lime Manuf /Product Cooler","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Product Cooler",NA,NA,"","",""
"7567","30501612","Point","Lime Manuf /Pressure Hydrator","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Pressure Hydrator",NA,NA,"","",""
"7568","30501613","Point","Lime Manuf /Lime Silos","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Lime Silos",NA,NA,"","",""
"7569","30501614","Point","Lime Manuf /Packing/Shipping","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Packing/Shipping",NA,NA,"","",""
"7570","30501615","Point","Lime Manuf /Product Transfer and Conveying","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Product Transfer and Conveying",NA,NA,"","",""
"7571","30501616","Point","Lime Manuf /Primary Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Primary Screening",NA,NA,"","",""
"7572","30501617","Point","Lime Manuf /Multiple Hearth Calciner","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Multiple Hearth Calciner",NA,NA,"","",""
"7573","30501618","Point","Lime Manuf /Calcining: Coal-fired Rotary Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Coal-fired Rotary Kiln",NA,NA,"","",""
"7574","30501619","Point","Lime Manuf /Calcining: Gas-fired Rotary Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Gas-fired Rotary Kiln",NA,NA,"","",""
"7575","30501620","Point","Lime Manuf /Calcining: Coal- and Gas-fired Rotary Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Coal- and Gas-fired Rotary Kiln",NA,NA,"","",""
"7576","30501621","Point","Lime Manuf /Calcining: Coal- and Coke-fired Rotary Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Coal- and Coke-fired Rotary Kiln",NA,NA,"","",""
"7577","30501622","Point","Lime Manuf /Calcining: Coal-fired Rotary Preheater Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Coal-fired Rotary Preheater Kiln",NA,NA,"","",""
"7578","30501623","Point","Lime Manuf /Calcining: Gas-fired Parallel Flow Regenerative Kiln","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Calcining: Gas-fired Parallel Flow Regenerative Kiln",NA,NA,"","",""
"7579","30501624","Point","Lime Manuf /Conveyor Transfer - Primary Crushed Material","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Conveyor Transfer - Primary Crushed Material",NA,NA,"","",""
"7580","30501625","Point","Lime Manuf /Secondary/Tertiary Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Secondary/Tertiary Screening",NA,NA,"","",""
"7581","30501626","Point","Lime Manuf /Product Loading, Enclosed Truck","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Product Loading, Enclosed Truck",NA,NA,"","",""
"7582","30501627","Point","Lime Manuf /Product Loading, Open Truck","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Lime Manufacture","Product Loading, Open Truck",NA,NA,"","",""
"7583","30501628","Point","Lime Manuf /Pulverizing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Pulverizing",NA,NA,"","",""
"7584","30501629","Point","Lime Manuf /Tertiary Screening After Pulverizing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Tertiary Screening After Pulverizing",NA,NA,"","",""
"7585","30501630","Point","Lime Manuf /Screening After Calcination","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Screening After Calcination",NA,NA,"","",""
"7586","30501631","Point","Lime Manuf /Crushing and Pulverizing After Calcinating","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Crushing and Pulverizing After Calcinating",NA,NA,"","",""
"7587","30501632","Point","Lime Manuf /Milling","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Milling",NA,NA,"","",""
"7588","30501633","Point","Lime Manuf /Separator After Hydrator","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Separator After Hydrator",NA,NA,"","",""
"7589","30501640","Point","Lime Manuf /Vehicle Traffic","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Lime Manufacture","Vehicle Traffic",NA,NA,"","",""
"7590","30501650","Point","Lime Manuf /Quarrying Raw Limestone","Industrial Processes - Mining","","","Industrial Processes","Mineral Products","Lime Manufacture","Quarrying Raw Limestone",NA,NA,"","",""
"7591","30501660","Point","Lime Manuf /Waste Treatment","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","Waste Treatment",NA,NA,"","",""
"7592","30501699","Point","Lime Manuf /See Comment **","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Lime Manufacture","See Comment **",NA,NA,"","",""
"7593","30501701","Point","Mineral Wool /Cupola","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Cupola",NA,NA,"","",""
"7594","30501702","Point","Mineral Wool /Reverberatory Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Reverberatory Furnace",NA,NA,"","",""
"7595","30501703","Point","Mineral Wool /Blow Chamber","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Blow Chamber",NA,NA,"","",""
"7596","30501704","Point","Mineral Wool /Curing Oven","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Curing Oven",NA,NA,"","",""
"7597","30501705","Point","Mineral Wool /Cooler","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Cooler",NA,NA,"","",""
"7598","30501706","Point","Mineral Wool /Granulated Products Processing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Granulated Products Processing",NA,NA,"","",""
"7599","30501707","Point","Mineral Wool /Handling Operations","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Handling Operations",NA,NA,"","",""
"7600","30501708","Point","Mineral Wool /Packaging Operations","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Packaging Operations",NA,NA,"","",""
"7601","30501709","Point","Mineral Wool /Batt Application","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Batt Application",NA,NA,"","",""
"7602","30501710","Point","Mineral Wool /Storage of Oils and Binders","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Mineral Wool","Storage of Oils and Binders",NA,NA,"","",""
"7603","30501711","Point","Mineral Wool /Mixing of Oils and Binders","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Mixing of Oils and Binders",NA,NA,"","",""
"7604","30501799","Point","Mineral Wool /Other Not Classified","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Mineral Wool","Other Not Classified",NA,NA,"","",""
"7605","30501801","Point","Perlite Manuf /Vertical Furnace","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Perlite Manufacturing","Vertical Furnace",NA,NA,"","",""
"7606","30501899","Point","Perlite Manuf /Other Not Classified","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Perlite Manufacturing","Other Not Classified",NA,NA,"","",""
"7607","30501901","Point","Phosphate Rock /Drying","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Drying",NA,NA,"","",""
"7608","30501902","Point","Phosphate Rock /Grinding","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Grinding",NA,NA,"","",""
"7609","30501903","Point","Phosphate Rock /Transfer/Storage","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Phosphate Rock","Transfer/Storage",NA,NA,"","",""
"7610","30501904","Point","Phosphate Rock /Open Storage","Industrial Processes - Storage and Transfer","","","Industrial Processes","Mineral Products","Phosphate Rock","Open Storage",NA,NA,"","",""
"7611","30501905","Point","Phosphate Rock /Calcining","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Calcining",NA,NA,"","",""
"7612","30501906","Point","Phosphate Rock /Rotary Dryer","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Rotary Dryer",NA,NA,"","",""
"7613","30501907","Point","Phosphate Rock /Ball Mill","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Ball Mill",NA,NA,"","",""
"7614","30501908","Point","Phosphate Rock /Mineral Products Benification","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Mineral Products Benification",NA,NA,"","",""
"7615","30501999","Point","Phosphate Rock /Other Not Classified","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Phosphate Rock","Other Not Classified",NA,NA,"","",""
"7616","30502001","Point","Stone Quarrying & Processing /Primary Crushing","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Stone Quarrying - Processing (See also 305320)","Primary Crushing",NA,NA,"","",""
"7617","30502002","Point","Stone Quarrying & Processing /Secondary Crushing/Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Stone Quarrying - Processing (See also 305320)","Secondary Crushing/Screening",NA,NA,"","",""
"7618","30502003","Point","Stone Quarrying & Processing /Tertiary Crushing/Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Stone Quarrying - Processing (See also 305320)","Tertiary Crushing/Screening",NA,NA,"","",""
"7619","30502004","Point","Stone Quarrying & Processing /Recrushing/Screening","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Stone Quarrying - Processing (See also 305320)","Recrushing/Screening",NA,NA,"","",""
"7620","30502005","Point","Stone Quarrying & Processing /Fines Mill","Industrial Processes - NEC","","","Industrial Processes","Mineral Products","Stone Quarrying - Processing (See also 305320)","Fines Mill",NA,NA,"","",""
